"TestName","Ratio","PromMedian","DefaultMedian","PromQuality","DefaultQuality"
"System.Memory.Span<Byte>.Fill(Size: 4)","0.96244206831050583","2.6003245735570686","2.5026617608528992","11.307407088621829","7.7672111741372483"
"System.Numerics.Tests.Perf_Vector4.DistanceBenchmark","0.96239604085552122","1.0393717737284147","1.000287280013207","54.431897510043861","84.562116996376162"
"System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: False, SkipValidation: False, Escaped: NoneEscaped)","0.962198307240728","7940526.8965517236","7640361.53846154","28.951792745636524","31.172975547114891"
"System.Memory.Constructors<String>.SpanFromArrayStartLength","0.96217580323966612","4.66857965895472","4.4919943833431244","14.38491909112798","7.5898103756531912"
"System.Collections.CtorDefaultSize<Int32>.SortedSet","0.96195658337817069","6.625746196965852","6.3736801739641793","18.120677139041664","24.630218018177874"
"System.Collections.Sort<Int32>.List(Size: 512)","0.96171580626112063","3811.0547368421057","3665.1515789473688","1.8730783759692589","2.6860768664047474"
"System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bit_Equal","0.96168653291432282","145.34988474347463","139.78102671844854","28.319859123068792","25.927407290447071"
"System.Numerics.Tests.Perf_Vector4.LengthSquaredBenchmark","0.96147340278693616","1.040379362757011","1.0002970860992877","14.385476513298709","46.658845167426996"
"System.Numerics.Tests.Perf_Matrix4x4.CreateFromMatrix3x2","0.96014280416414255","7.6563792173757541","7.3512174115152193","50.557134114475524","44.958539744448387"
"System.Memory.Span<Int32>.LastIndexOfAnyValues(Size: 512)","0.9589715747429306","110.52627909840221","105.99155991747142","56.0269055010881","41.672401736029713"
"Microsoft.Extensions.Primitives.StringSegmentBenchmark.SubString","0.9582254038879866","6.0810719190824658","5.82703759573469","27.089663629898485","18.642420498455991"
"System.Memory.Span<Byte>.SequenceCompareTo(Size: 512)","0.95773948441125756","15.053161373261094","14.417007012386538","21.770203238114725","27.520050013158244"
"System.Buffers.Tests.RentReturnArrayPoolTests<Object>.SingleParallel(RentalSize: 4096, ManipulateArray: True, Async: False, UseSharedPool: True)","0.95695681385240183","5603.8416666666662","5362.6344666666664","88.993590013185354","30.2961141288099"
"Benchstone.BenchF.Whetsto.Test","0.95686686838149293","679526980","650216853.33333337","69.8677484101147","42.195072302089891"
"System.Buffers.Text.Tests.Utf8FormatterTests.FormatterInt64(value: 9223372036854775807)","0.95684951123151563","17.081931019894615","16.344837347276627","36.899637486391825","26.701544038012049"
"System.Memory.Memory<Char>.Pin(Size: 512)","0.95528663624502086","46.1513348478182","44.087753424989856","72.146449150111849","19.595207891979751"
"System.Memory.Span<Int32>.IndexOfAnyFiveValues(Size: 33)","0.95459482367507942","61.737032553108662","58.9338517042574","10.528025524394335","10.106087877139347"
"System.Memory.Span<Byte>.Clear(Size: 4)","0.95363622019202443","3.3713022247517643","3.2149959107372355","20.894597711839069","10.30961072356655"
"System.IO.Tests.Perf_File.ReadAllBytes(size: 1048576)","0.95358407420151092","199929.66666666666","190649.74609375","18.10643648509868","20.025841581533392"
"System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bit_LastBitDifferent","0.95353659162052806","146.13136855206923","139.34160709798331","29.460455831965312","26.907465821617077"
"System.Text.Perf_Ascii.Equals_Chars(Size: 128)","0.95347275438677359","12.460017737645707","11.880287432021108","21.571295716066487","18.049116299918598"
"System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bit_AllBitsDifferent","0.95334800538470776","146.15744222427421","139.33890601664248","26.347846120669043","27.290963763525234"
"System.Numerics.Tests.Perf_BigInteger.Subtract(arguments: 16,16 bits)","0.95315565978953964","12.790365561287398","12.191209325518296","65.126439558707744","22.009525632581685"
"System.Memory.Span<Int32>.IndexOfAnyFourValues(Size: 33)","0.9531383003893934","57.708274576013615","55.003966747786059","30.944317212578607","30.038443180075262"
"System.Text.Json.Tests.Perf_Get.GetUInt32","0.952774183900052","674.18942084217508","642.350275236952","885.27629993948494","13.634707811706422"
"System.Tests.Perf_UInt32.TryParseHex(value: ""FFFFFFFF"")","0.95114377921167415","16.48550706410964","15.680087491177995","35.323766631206261","44.416528353522168"
"System.Text.Perf_Ascii.Equals_Bytes(Size: 128)","0.9504332971871714","7.1742043417292365","6.8186026872042387","10.550844225012346","13.201548032345498"
"System.Memory.Span<Int32>.IndexOfAnyThreeValues(Size: 512)","0.949905673139574","170.64830929620481","162.09979711214166","43.941937115824395","34.092451715996084"
"System.Memory.Span<Byte>.BinarySearch(Size: 4)","0.94922968170919075","3.77110170979122","3.5796416756781047","30.432063009238892","4.0176895942809194"
"System.Threading.Tests.Perf_ThreadStatic.SetThreadStatic","0.94922956539619285","3.0062145015742985","2.853587684817104","1.8907390381396407","1.6320379831014737"
"System.Buffers.Text.Tests.Utf8FormatterTests.FormatterInt32(value: 2147483647)","0.948585998303034","7.5747113034499494","7.1852650836403464","30.009541110508316","31.06311540807112"
"Microsoft.Extensions.Primitives.StringSegmentBenchmark.StartsWith","0.94814180374808665","1.0600670696018248","1.0050939034662227","9.6478879861841875","31.698039594426241"
"System.Memory.Slice<String>.ReadOnlySpanStart","0.948040184854562","3.1691383680299006","3.0044705242567518","33.770763579364157","45.434656772601855"
"Microsoft.Extensions.Primitives.StringSegmentBenchmark.Ctor_String","0.9479442642616438","1.8708615215922759","1.7734724486212095","11.669431597035462","10.988820452062646"
"System.Text.Perf_Utf8Encoding.GetBytes(Input: Cyrillic)","0.94775247084688075","136702.01822916669","129559.67554644807","53.812197685392611","25.883502449274687"
"System.Buffers.Tests.RentReturnArrayPoolTests<Object>.SingleParallel(RentalSize: 4096, ManipulateArray: True, Async: True, UseSharedPool: True)","0.94750051943417546","5928.1336428571421","5616.9097058823527","33.725097830299568","9.6041985512765589"
"System.Text.Encodings.Web.Tests.Perf_Encoders.EncodeUtf8(arguments: Url,&lorem ipsum=dolor sit amet,16)","0.94717582696102565","63.098670531147214","59.765535440480662","36.297205049872673","24.592131545149574"
"System.Buffers.Tests.RentReturnArrayPoolTests<Object>.SingleSerial(RentalSize: 4096, ManipulateArray: True, Async: False, UseSharedPool: False)","0.94587254839218859","2883.3691578947369","2727.2997333333337","132.70237296433791","31.471279860997811"
"Microsoft.Extensions.DependencyInjection.GetService.NoDI","0.9450379052484823","4.2440216417283363","4.0107613221281717","15.721296271357733","14.212702686348372"
"System.Tests.Perf_String.TrimEnd_CharArr(s: ""Test"", c: [' ', ' '])","0.94498588022819652","5.0166010673806793","4.7406171754124413","10.824341213435607","7.6729971903905367"
"System.Text.Json.Node.Tests.Perf_ParseThenWrite.ParseThenWrite(IsDataIndented: True, TestCase: Json400KB)","0.94427976969633387","5523174.0196078438","5215421.4912280692","9.069303725068492","7.7835257251590679"
"System.Collections.IterateForEach<String>.Dictionary(Size: 512)","0.94406677237750736","2596.8304688803605","2451.581359167451","20.409473020306418","15.166952646268664"
"System.Text.RegularExpressions.Tests.Perf_Regex_Industry_Mariomkas.Count(Pattern: ""(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9])\\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9])"", Options: NonBacktracking)","0.94311360583752946","17520132.142857142","16523475","51.2106654378044","20.905550968150614"
"System.Buffers.Tests.RentReturnArrayPoolTests<Object>.SingleSerial(RentalSize: 4096, ManipulateArray: True, Async: False, UseSharedPool: True)","0.94288613480501582","2939.9296000000004","2772.0188571428566","110.02845228165931","31.728768381311873"
"System.Memory.Span<Byte>.BinarySearch(Size: 33)","0.94237021287593092","6.3933770966406094","6.0249281355573121","43.38981223873175","3.5709545789136197"
"System.Collections.ContainsTrue<Int32>.Stack(Size: 512)","0.94030394180416355","17893.298889206711","16825.139477401131","25.10236210425359","29.413831139872439"
"System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bit_VersusZero","0.939105790132121","145.90464542824571","137.01989732883965","29.567762709475339","26.143547333333121"
"System.Linq.Tests.Perf_Enumerable.Repeat","0.93908028188431147","188.36588475944481","176.89068815728717","28.166105360048864","1.142711543260954"
"Benchstone.BenchI.Fib.Test","0.93828792834589114","159709.0476190476","149853.07142857145","20.007871712353719","30.192384274069582"
"System.Buffers.Text.Tests.Utf8FormatterTests.FormatterInt64(value: -9223372036854775808)","0.93801229657800156","22.512717867965421","21.117206189542856","84.483830237774555","21.695625932707038"
"System.Memory.Span<Int32>.IndexOfAnyThreeValues(Size: 33)","0.93779172614073214","11.914833608774371","11.173632376652126","41.607573997986165","36.962108071424652"
"System.Collections.Tests.Perf_Dictionary.ContainsValue(Items: 3000)","0.935817742808747","4277076.111111111","4002563.7121212133","21.564109410172616","19.2748960888085"
"System.Text.Perf_Ascii.ToUtf16(Size: 6)","0.93248504234787288","7.9274511650867927","7.3922296353866521","4.009976698470882","4.012678472216944"
"System.Collections.CtorFromCollection<String>.FrozenDictionary(Size: 512)","0.93194334416128444","5264.1666666666661","4905.9050875556941","22.870358389222069","18.761473955231196"
"System.Runtime.Intrinsics.Tests.Perf_Vector128Int.GetHashCodeBenchmark","0.93025718923218237","12.884234794446746","11.985652045289514","22.813780811989893","28.105410638748932"
"System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bit_CascadingErrors","0.92941561328268","146.17668632176571","135.85889456537382","27.106196781467094","24.772681129086997"
"System.Text.RegularExpressions.Tests.Perf_Regex_Cache.IsMatch_Multithreading(total: 40000, unique: 7, cacheSize: 0)","0.92864029104149859","18192505.263157893","16894293.382352941","12.225499053837572","13.113483517384989"
"System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bit_FirstBitDifferent","0.92807911535368937","146.0680504612649","135.56270705352878","26.777613792087223","26.412120919997378"
"System.Diagnostics.Perf_Process.GetProcessesByName","0.92784677436301077","367802.761627907","341264.60597826086","10.079030830878141","9.28090049196153"
"Benchstone.BenchI.XposMatrix.Test","0.927700962977594","18073.684820393973","16766.974812433011","34.172193907900507","46.071234807528832"
"System.Memory.Constructors<String>.ReadOnlyMemoryFromArrayStartLength","0.92728300477871506","1.8705086923436192","1.7344909207010963","9.557590639583891","9.5499640428860477"
"System.Collections.IterateForEach<String>.List(Size: 512)","0.92423022918324726","1944.4850257176042","1797.1518409623739","12.802421065984479","15.649264293361197"
"System.Memory.Span<Byte>.SequenceEqual(Size: 4)","0.92337866262209678","2.6309850046915297","2.4293954150108559","10.853338553402299","9.56058748454335"
"System.Text.RegularExpressions.Tests.Perf_Regex_Industry_RustLang_Sherlock.Count(Pattern: ""(?i)Sherlock|Holmes|Watson"", Options: NonBacktracking)","0.92302171864061944","2790398.2022471908","2575598.1443298967","15.242647637048202","26.373594779229744"
"PerfLabTests.DelegatePerf.MulticastDelegateInvoke(length: 100)","0.921720863628628","3834948.3173076925","3534751.875","21.568641233636296","20.70743809567233"
"IfStatements.IfStatements.AndOr","0.92094944510102594","85289.659300184154","78547.464405360151","85.490362183186832","23.75482172951461"
"System.Buffers.Tests.RentReturnArrayPoolTests<Object>.ProducerConsumer(RentalSize: 4096, ManipulateArray: False, Async: True, UseSharedPool: True)","0.9209162736451395","740.528775","681.96499999999992","17.450990241798671","11.806682646339203"
"System.Memory.ReadOnlySequence.Slice_Repeat_StartPosition_And_EndPosition(Segment: Multiple)","0.92073575342199421","52.910425827327259","48.716520788002704","20.268902011379879","10.851378175895421"
"System.Collections.Tests.Perf_PriorityQueue<Int32, Int32>.HeapSort(Size: 1000)","0.92070883588377517","75464.358333333337","69480.7015117994","50.66964389684874","36.992214564943687"
"System.Collections.Tests.Perf_PriorityQueue<Guid, Guid>.Enumerate(Size: 1000)","0.9195454193767455","1971.8934256413024","1813.2455670475788","5.6921520410983568","21.088131198194286"
"System.Collections.Concurrent.AddRemoveFromDifferentThreads<String>.ConcurrentQueue(Size: 2000000)","0.91651309041466233","45700625","41885221.052631579","9.6558938409294868","7.2406546280057764"
"PerfLabTests.LowLevelPerf.InterfaceInterfaceMethod","0.91302582623147055","3586031","3274138.9166666665","29.098101290237821","36.123612530313395"
"System.Perf_Convert.GetTypeCode","0.9118165649789739","2.4796449219065919","2.2609813150604245","10.647277984789335","1.9694376319604916"
"System.Memory.ReadOnlySequence.Slice_Start(Segment: Multiple)","0.90963926242192572","3.449403619573038","3.137712964303939","9.3365913593117078","6.9850311855387854"
"System.Tests.Perf_UInt32.TryParseHex(value: ""3039"")","0.90935450372061188","12.175202209106274","11.071574962559934","17.662731511571003","19.374858149545165"
"IfStatements.IfStatements.And","0.9092008448684864","34313.087406015038","31197.488059595093","22.941059129844568","34.150053774698861"
"Benchstone.BenchI.AddArray.Test","0.9091982246397573","20566.204985119046","18698.757060047563","12.986947694523526","17.0408818872733"
"System.Memory.ReadOnlySequence.Slice_StartPosition_And_EndPosition(Segment: Multiple)","0.90724508682331761","13.505014295058572","12.252357866670559","27.481024500674319","16.390788513447646"
"IfStatements.IfStatements.SingleArray","0.90710044970762438","31199.047440832619","28300.669964028777","21.874706496454607","32.8304344586462"
"System.Collections.CtorFromCollection<String>.Dictionary(Size: 512)","0.904189776124306","5377.29723740582","4862.097185243817","22.698483136065761","18.745159008965125"
"Benchstone.BenchI.IniArray.Test","0.90300727119908575","66706100","60236093.333333336","15.662333677675132","7.63395636369586"
"System.Globalization.Tests.StringSearch.IsPrefix_FirstHalf(Options: (, None, False))","0.89922359401855223","188.42791173497665","169.43882400373624","585.56765759153564","16.581138539393283"
"PerfLabTests.CastingPerf.CheckArrayIsArrayByVariance","0.89776294629784992","2.745956940028186","2.4652183928867326","2.985980728723407","3.9607980318817151"
"System.Globalization.Tests.StringSearch.IsPrefix_FirstHalf(Options: (en-US, None, False))","0.89623545729911125","188.42938488691067","168.87709593271063","582.06298276570146","16.559802309831692"
"System.Globalization.Tests.StringSearch.IsPrefix_FirstHalf(Options: (en-US, IgnoreNonSpace, False))","0.89598807489376964","188.28106572128016","168.69758961455713","684.55606277229867","16.59442374261176"
"Benchstone.BenchI.MulMatrix.Test","0.89357109805172408","389617286.66666669","348150746.66666669","477.05380249541395","16.750687260880543"
"System.Collections.IterateForEach<Int32>.ImmutableHashSet(Size: 512)","0.889740462565399","21087.245590230668","18762.175645682004","24.622828528017045","12.241977493571509"
"System.Diagnostics.Perf_Process.GetProcesses","0.887115331505982","436963.525390625","387637.04268292687","8.4034438158698865","7.2985410061551068"
"PerfLabTests.LowLevelPerf.GenericClassWithSTringGenericInstanceMethod","0.88461224978051656","282924.0593112245","250278.08862433862","18.1614733303927","40.879523532750689"
"System.IO.MemoryMappedFiles.Tests.Perf_MemoryMappedFile.CreateNew(capacity: 10000000)","0.88185504171173712","9516.99301760777","8392.6082745128115","6.655796947634852","6.8641164567769017"
"System.Numerics.Tests.Perf_Matrix3x2.EqualityOperatorBenchmark","0.87782873143185025","1.7042611866116297","1.4960494354718268","23.51124422074367","26.213607852649357"
"Benchstone.BenchI.BubbleSort.Test","0.87636684945580556","13704.584795321638","12010.24380017596","16.577220121143078","18.113770542307787"
"System.Collections.ContainsTrue<Int32>.ImmutableList(Size: 512)","0.87548879241234046","634912.71428571432","555858.96551724139","17.840048793218475","6.0366318700521813"
"PerfLabTests.CastingPerf.FooObjIsFoo2","0.8724902582598697","436241.56746031757","380616.51785714284","16.31266878555974","17.449690254047713"
"System.Text.RegularExpressions.Tests.Perf_Regex_Industry_RustLang_Sherlock.Count(Pattern: ""Sherlock|Holmes|Watson|Irene|Adler|John|Baker"", Options: NonBacktracking)","0.87068863439904365","1566312.9829290204","1363770.9121479613","12.566399190851968","18.84668853535678"
"System.Tests.Perf_Boolean.TryParse(value: ""0"")","0.86976265191991975","3.1112957094490858","2.7060888071575051","13.471265635890274","13.179706667554168"
"System.Tests.Perf_String.Replace_String(text: ""This is a very nice sentence"", oldValue: ""bad"", newValue: ""nice"")","0.86913731324243937","12.165583578639259","10.573562625564866","14.452354083996651","9.3230682148095614"
"System.Globalization.Tests.Perf_CultureInfo.GetCurrentCulture","0.86902887705465959","2.1697010718114029","1.8855328859805549","14.534527529264656","12.243117086876508"
"System.Text.Perf_Ascii.FromUtf16(Size: 6)","0.86705693107215209","7.6992056993377433","6.6756496653610062","3.8728477887152088","3.6696661308666347"
"System.Tests.Perf_String.Trim(s: ""Test"")","0.86635234329403421","2.4464871929850687","2.1195199124814583","10.727760036860214","11.872594787247433"
"PerfLabTests.CastingPerf.CheckArrayIsVariantGenericInterfaceNo","0.86279733789509916","2.9707747748966553","2.5631765672667468","1.5318929209688925","2.3994992867506557"
"System.Text.RegularExpressions.Tests.Perf_Regex_Cache.IsMatch(total: 40000, unique: 7, cacheSize: 0)","0.86140276262263427","61273660","52781300","20.247538699193885","6.91073144198853"
"System.Numerics.Tests.Perf_Matrix3x2.SubtractOperatorBenchmark","0.85837163662511307","1.625725303960935","1.3954764898638072","19.88738561420827","11.394118855689978"
"System.Numerics.Tests.Perf_Matrix3x2.AddOperatorBenchmark","0.85786763076398964","1.62671986801066","1.3955103190870148","42.6628206280414","12.102105943535314"
"System.Numerics.Tests.Perf_Matrix3x2.AddBenchmark","0.85758087190335963","1.6272573088616391","1.3955047417446791","13.377371324237513","66.150273885389481"
"System.Numerics.Tests.Perf_Matrix3x2.SubtractBenchmark","0.856067555346223","1.6300673591122796","1.3954477791649231","38.815616738349867","8.3931720119873248"
"System.Collections.CtorFromCollection<Int32>.SortedSet(Size: 512)","0.84883432039464568","13490.126991064491","11450.882776497694","5.2342006262876994","6.4960953153644931"
"Benchstone.BenchF.NewtR.Test","0.84838742545699419","92021753.75","78070098.75","29.194104299213897","8.7043144961487737"
"System.Collections.ContainsFalse<Int32>.Span(Size: 512)","0.84475986908432732","29131.103624535313","24608.787284144426","15.456580005486877","97.536591402709931"
"System.Numerics.Tests.Perf_Matrix3x2.MultiplyByMatrixOperatorBenchmark","0.84256565461283217","4.70613966835236","3.9652316503647236","46.432800368607666","7.8577389389438022"
"System.IO.Tests.Perf_Path.GetDirectoryName","0.84128485288579447","68.911748904708645","57.974410539400623","12.955893144396219","8.60954233427329"
"System.Numerics.Tests.Perf_Matrix3x2.MultiplyByMatrixBenchmark","0.84096115983011055","4.7091576463414331","3.960218676090125","7.4019241128036271","8.1027751618882782"
"System.Memory.Constructors<Byte>.ReadOnlyMemoryFromArray","0.84031245586873071","1.9487046713011296","1.6375208081039199","8.2359640198030419","6.2111830438304949"
"PerfLabTests.LowLevelPerf.GenericClassGenericStaticMethod","0.83654649584164786","187105.50595238095","156522.45535714287","839.10572694560858","10.084681367650088"
"PerfLabTests.LowLevelPerf.GenericGenericMethod","0.83650483399227926","187101.18516156464","156511.04583333334","14.788260002413415","17.746001964473425"
"System.Collections.CtorDefaultSize<String>.List","0.83596258495631792","17.107267223147115","14.301035329400554","6.75211170906051","7.3074875102761059"
"PerfLabTests.CastingPerf2.CastingPerf.IntObj","0.82755004363954532","226286.85386473435","187263.69579081633","11.933264924229952","16.481282672018445"
"System.Text.Json.Serialization.Tests.WriteJson<ImmutableSortedDictionary<String, String>>.SerializeToWriter(Mode: SourceGen)","0.8275493975907745","9921.4869002094165","8210.5205074730638","40.418688473120284","7.9922163103241664"
"System.Tests.Perf_Enum.TryParseGeneric_Flags(text: ""Red"")","0.82565194628967065","25.694019593448189","21.214317285335429","102.59367368785352","8.0443825304216467"
"Benchstone.BenchI.BubbleSort2.Test","0.82523345549528493","40037405.714285716","33040206.666666668","31.5968421457218","8.95283679148677"
"System.Numerics.Tests.Perf_Matrix4x4.IsIdentityBenchmark","0.82033468541214127","1.2229254254887902","1.0032081442008558","15.749714524839554","17.677992999302674"
"System.Globalization.Tests.StringSearch.LastIndexOf_Word_NotFound(Options: (en-US, OrdinalIgnoreCase, False))","0.81490395835371165","707.478571104014","576.52708804308884","7.951578364456763","7.5909948366806015"
"Microsoft.Extensions.Primitives.Performance.StringValuesBenchmark.ForEach_Array","0.8135480927286689","5.2875130571037419","4.3016461628846825","20.042937940810965","21.607021325018877"
"Span.Sorting.QuickSortSpan(Size: 512)","0.81056020252573691","11197.26","9076.0533333333333","63.186771446824224","6.3489118758169134"
"System.Numerics.Tests.Perf_BigInteger.Divide(arguments: 16,8 bits)","0.80353352739279416","11.132543481976194","8.94537193292599","52.697878928327604","7.0358024871462108"
"System.Threading.Tests.Perf_Thread.CurrentThread","0.80271192288845949","1.5577712041350422","1.2504415186915108","9.09028184094917","5.639195053780635"
"System.Tests.Perf_Type.op_Equality","0.80259807681212891","1.8810336011813331","1.5097139507271311","8.38419565285886","3.4299427635928357"
"System.Memory.Constructors<String>.MemoryMarshalCreateReadOnlySpan","0.8024741919844055","1.5785054113274091","1.2667098544979742","5.2365209606502745","6.3691515183834371"
"System.Memory.Constructors<String>.MemoryMarshalCreateSpan","0.80242234565812665","1.5785532413173979","1.2666663946441452","5.650152999340917","6.378413141100034"
"System.Text.Json.Tests.Perf_Get.GetInt64","0.8009751846442994","801.65819606488992","642.10832161469114","653.58517610033391","7.9971049865814976"
"System.Text.Json.Tests.Perf_Get.GetUInt64","0.79926526712209778","767.37033182243681","613.33245324563279","857.99718984904939","7.1562766008120615"
"System.Collections.TryGetValueTrue<Int32, Int32>.Dictionary(Size: 512)","0.77809001553557922","4226.766187768133","3288.8045687057675","6.92744751671088","10.993249964322695"
"System.Text.Json.Document.Tests.Perf_DocumentParse.Parse(IsDataIndented: False, TestRandomAccess: True, TestCase: Json400KB)","0.77543749424537212","8043507.8947368423","6237237.6068376051","7.0346269761361917","5.7395790117110757"
"System.Buffers.Tests.ReadOnlySequenceTests<Char>.FirstSingleSegment","0.768217587756983","5.4749075525268092","4.205920273194633","10.954611174483468","5.9252764092753738"
"System.Memory.ReadOnlySequence.Slice_Repeat(Segment: Multiple)","0.76739206714482777","68.215466001762351","52.348007466340128","183.92519497122535","6.0185094548837714"
"System.Collections.ContainsKeyTrue<Int32, Int32>.Dictionary(Size: 512)","0.76042756622459062","3940.7194660500318","2996.631712742294","6.9988525397439618","6.9260039590728741"
"System.Buffers.Tests.ReadOnlySequenceTests<Byte>.FirstSingleSegment","0.76029645012100266","5.3250051083588392","4.04858248076143","12.834551032431447","5.4578082119721838"
